id,station_id,alert_level,threshold_value,label,effective_from
4343,1448,2,35.36,Cảnh báo,2024-01-02 16:01:32
4344,1448,3,37.36,Nguy hiểm,2024-01-02 16:01:32
4345,1449,1,66.40,Chú ý,2024-04-24 18:47:22
4346,1449,2,67.90,Cảnh báo,2024-04-24 18:47:22
4347,1449,3,69.90,Nguy hiểm,2024-04-24 18:47:22
4348,1450,1,77.04,Chú ý,2024-08-10 19:31:43
4349,1450,2,78.54,Cảnh báo,2024-08-10 19:31:43
4350,1450,3,80.54,Nguy hiểm,2024-08-10 19:31:43
4351,1451,1,92.23,Chú ý,2024-06-20 16:43:20
4352,1451,2,93.73,Cảnh báo,2024-06-20 16:43:20
4353,1451,3,95.73,Nguy hiểm,2024-06-20 16:43:20
4354,1452,1,91.57,Chú ý,2024-02-24 03:31:09
4355,1452,2,93.07,Cảnh báo,2024-02-24 03:31:09
4356,1452,3,95.07,Nguy hiểm,2024-02-24 03:31:09
4357,1453,1,41.96,Chú ý,2024-11-22 13:32:27
4358,1453,2,43.46,Cảnh báo,2024-11-22 13:32:27
4359,1453,3,45.46,Nguy hiểm,2024-11-22 13:32:27
4360,1454,1,7.48,Chú ý,2024-09-06 01:28:01
4361,1454,2,8.98,Cảnh báo,2024-09-06 01:28:01
4362,1454,3,10.98,Nguy hiểm,2024-09-06 01:28:01
4363,1455,1,95.10,Chú ý,2024-04-17 22:28:08
4364,1455,2,96.60,Cảnh báo,2024-04-17 22:28:08
4365,1455,3,98.60,Nguy hiểm,2024-04-17 22:28:08
4366,1456,1,46.32,Chú ý,2024-09-17 19:22:19
4367,1456,2,47.82,Cảnh báo,2024-09-17 19:22:19
4368,1456,3,49.82,Nguy hiểm,2024-09-17 19:22:19
4369,1457,1,50.80,Chú ý,2024-08-22 05:58:09
4370,1457,2,52.30,Cảnh báo,2024-08-22 05:58:09
4371,1457,3,54.30,Nguy hiểm,2024-08-22 05:58:09
4372,1458,1,68.34,Chú ý,2024-06-03 09:30:32
4373,1458,2,69.84,Cảnh báo,2024-06-03 09:30:32
4374,1458,3,71.84,Nguy hiểm,2024-06-03 09:30:32
4375,1459,1,40.42,Chú ý,2024-01-05 17:37:35
4376,1459,2,41.92,Cảnh báo,2024-01-05 17:37:35
4377,1459,3,43.92,Nguy hiểm,2024-01-05 17:37:35
4378,1460,1,46.33,Chú ý,2024-08-05 21:12:24
4379,1460,2,47.83,Cảnh báo,2024-08-05 21:12:24
4380,1460,3,49.83,Nguy hiểm,2024-08-05 21:12:24
4381,1461,1,75.78,Chú ý,2024-06-10 09:45:49
4382,1461,2,77.28,Cảnh báo,2024-06-10 09:45:49
4383,1461,3,79.28,Nguy hiểm,2024-06-10 09:45:49
4384,1462,1,74.44,Chú ý,2024-12-14 15:23:25
4385,1462,2,75.94,Cảnh báo,2024-12-14 15:23:25
4386,1462,3,77.94,Nguy hiểm,2024-12-14 15:23:25
4387,1463,1,85.13,Chú ý,2024-08-20 05:09:53
4388,1463,2,86.63,Cảnh báo,2024-08-20 05:09:53
4389,1463,3,88.63,Nguy hiểm,2024-08-20 05:09:53
4390,1464,1,100.34,Chú ý,2024-07-23 00:09:38
4391,1464,2,101.84,Cảnh báo,2024-07-23 00:09:38
4392,1464,3,103.84,Nguy hiểm,2024-07-23 00:09:38
4393,1465,1,77.23,Chú ý,2024-02-04 08:23:51
4394,1465,2,78.73,Cảnh báo,2024-02-04 08:23:51
4395,1465,3,80.73,Nguy hiểm,2024-02-04 08:23:51
4396,1466,1,43.24,Chú ý,2024-08-03 20:33:37
4397,1466,2,44.74,Cảnh báo,2024-08-03 20:33:37
4398,1466,3,46.74,Nguy hiểm,2024-08-03 20:33:37
4399,1467,1,15.62,Chú ý,2024-03-13 05:42:19
4400,1467,2,17.12,Cảnh báo,2024-03-13 05:42:19
4401,1467,3,19.12,Nguy hiểm,2024-03-13 05:42:19
4402,1468,1,6.20,Chú ý,2024-11-16 21:11:32
4403,1468,2,7.70,Cảnh báo,2024-11-16 21:11:32
4404,1468,3,9.70,Nguy hiểm,2024-11-16 21:11:32
4405,1469,1,57.65,Chú ý,2024-06-28 23:41:03
4406,1469,2,59.15,Cảnh báo,2024-06-28 23:41:03
4407,1469,3,61.15,Nguy hiểm,2024-06-28 23:41:03
4408,1470,1,28.14,Chú ý,2024-09-05 18:24:26
4409,1470,2,29.64,Cảnh báo,2024-09-05 18:24:26
4410,1470,3,31.64,Nguy hiểm,2024-09-05 18:24:26
4411,1471,1,68.26,Chú ý,2024-04-21 17:27:22
4412,1471,2,69.76,Cảnh báo,2024-04-21 17:27:22
4413,1471,3,71.76,Nguy hiểm,2024-04-21 17:27:22
4414,1472,1,66.16,Chú ý,2024-01-12 01:06:14
4415,1472,2,67.66,Cảnh báo,2024-01-12 01:06:14
4416,1472,3,69.66,Nguy hiểm,2024-01-12 01:06:14
4417,1473,1,98.58,Chú ý,2024-08-20 14:04:18
4418,1473,2,100.08,Cảnh báo,2024-08-20 14:04:18
4419,1473,3,102.08,Nguy hiểm,2024-08-20 14:04:18
4420,1474,1,45.39,Chú ý,2024-04-10 03:54:35
4421,1474,2,46.89,Cảnh báo,2024-04-10 03:54:35
4422,1474,3,48.89,Nguy hiểm,2024-04-10 03:54:35
4423,1475,1,83.42,Chú ý,2024-05-24 22:29:48
4424,1475,2,84.92,Cảnh báo,2024-05-24 22:29:48
4425,1475,3,86.92,Nguy hiểm,2024-05-24 22:29:48
4426,1476,1,27.82,Chú ý,2024-08-13 21:24:46
4427,1476,2,29.32,Cảnh báo,2024-08-13 21:24:46
4428,1476,3,31.32,Nguy hiểm,2024-08-13 21:24:46
4429,1477,1,70.98,Chú ý,2024-05-18 19:04:26
4430,1477,2,72.48,Cảnh báo,2024-05-18 19:04:26
4431,1477,3,74.48,Nguy hiểm,2024-05-18 19:04:26
4432,1478,1,65.31,Chú ý,2024-05-18 06:00:51
4433,1478,2,66.81,Cảnh báo,2024-05-18 06:00:51
4434,1478,3,68.81,Nguy hiểm,2024-05-18 06:00:51
4435,1479,1,95.16,Chú ý,2024-07-18 13:34:58
4436,1479,2,96.66,Cảnh báo,2024-07-18 13:34:58
4437,1479,3,98.66,Nguy hiểm,2024-07-18 13:34:58
4438,1480,1,11.40,Chú ý,2024-10-19 07:00:22
4439,1480,2,12.90,Cảnh báo,2024-10-19 07:00:22
4440,1480,3,14.90,Nguy hiểm,2024-10-19 07:00:22
4441,1481,1,84.27,Chú ý,2024-09-23 00:21:23
4442,1481,2,85.77,Cảnh báo,2024-09-23 00:21:23
4443,1481,3,87.77,Nguy hiểm,2024-09-23 00:21:23
4444,1482,1,70.49,Chú ý,2024-02-07 05:13:55
4445,1482,2,71.99,Cảnh báo,2024-02-07 05:13:55
4446,1482,3,73.99,Nguy hiểm,2024-02-07 05:13:55
4447,1483,1,3.28,Chú ý,2024-07-20 05:42:05
4448,1483,2,4.78,Cảnh báo,2024-07-20 05:42:05
4449,1483,3,6.78,Nguy hiểm,2024-07-20 05:42:05
4450,1484,1,35.86,Chú ý,2024-12-19 17:09:33
4451,1484,2,37.36,Cảnh báo,2024-12-19 17:09:33
4452,1484,3,39.36,Nguy hiểm,2024-12-19 17:09:33
4453,1485,1,24.00,Chú ý,2024-03-14 04:10:18
4454,1485,2,25.50,Cảnh báo,2024-03-14 04:10:18
4455,1485,3,27.50,Nguy hiểm,2024-03-14 04:10:18
4456,1486,1,84.73,Chú ý,2024-07-23 03:26:21
4457,1486,2,86.23,Cảnh báo,2024-07-23 03:26:21
4458,1486,3,88.23,Nguy hiểm,2024-07-23 03:26:21
4459,1487,1,77.25,Chú ý,2024-02-14 06:14:49
4460,1487,2,78.75,Cảnh báo,2024-02-14 06:14:49
4461,1487,3,80.75,Nguy hiểm,2024-02-14 06:14:49
4462,1488,1,83.48,Chú ý,2024-12-24 14:48:09
4463,1488,2,84.98,Cảnh báo,2024-12-24 14:48:09
4464,1488,3,86.98,Nguy hiểm,2024-12-24 14:48:09
4465,1489,1,38.08,Chú ý,2024-11-13 07:21:09
4466,1489,2,39.58,Cảnh báo,2024-11-13 07:21:09
4467,1489,3,41.58,Nguy hiểm,2024-11-13 07:21:09
4468,1490,1,77.98,Chú ý,2024-05-12 20:05:30
4469,1490,2,79.48,Cảnh báo,2024-05-12 20:05:30
4470,1490,3,81.48,Nguy hiểm,2024-05-12 20:05:30
4471,1491,1,83.05,Chú ý,2024-03-27 08:31:31
4472,1491,2,84.55,Cảnh báo,2024-03-27 08:31:31
4473,1491,3,86.55,Nguy hiểm,2024-03-27 08:31:31
4474,1492,1,24.54,Chú ý,2024-02-18 16:17:32
4475,1492,2,26.04,Cảnh báo,2024-02-18 16:17:32
4476,1492,3,28.04,Nguy hiểm,2024-02-18 16:17:32
4477,1493,1,70.74,Chú ý,2024-10-31 11:41:12
4478,1493,2,72.24,Cảnh báo,2024-10-31 11:41:12
4479,1493,3,74.24,Nguy hiểm,2024-10-31 11:41:12
4480,1494,1,77.35,Chú ý,2024-01-17 12:17:11
4481,1494,2,78.85,Cảnh báo,2024-01-17 12:17:11
4482,1494,3,80.85,Nguy hiểm,2024-01-17 12:17:11
4483,1495,1,53.09,Chú ý,2024-01-24 00:23:31
4484,1495,2,54.59,Cảnh báo,2024-01-24 00:23:31
4485,1495,3,56.59,Nguy hiểm,2024-01-24 00:23:31
4486,1496,1,8.59,Chú ý,2024-09-16 06:21:23
4487,1496,2,10.09,Cảnh báo,2024-09-16 06:21:23
4488,1496,3,12.09,Nguy hiểm,2024-09-16 06:21:23
4489,1497,1,93.55,Chú ý,2024-03-20 18:28:40
4490,1497,2,95.05,Cảnh báo,2024-03-20 18:28:40
4491,1497,3,97.05,Nguy hiểm,2024-03-20 18:28:40
4492,1498,1,36.98,Chú ý,2024-02-05 06:07:28
4493,1498,2,38.48,Cảnh báo,2024-02-05 06:07:28
4494,1498,3,40.48,Nguy hiểm,2024-02-05 06:07:28
4495,1499,1,96.40,Chú ý,2024-05-15 02:04:17
4496,1499,2,97.90,Cảnh báo,2024-05-15 02:04:17
4497,1499,3,99.90,Nguy hiểm,2024-05-15 02:04:17
4498,1500,1,74.49,Chú ý,2024-04-03 21:56:57
4499,1500,2,75.99,Cảnh báo,2024-04-03 21:56:57
4500,1500,3,77.99,Nguy hiểm,2024-04-03 21:56:57
4501,1501,1,59.52,Chú ý,2024-01-06 10:20:35
4502,1501,2,61.02,Cảnh báo,2024-01-06 10:20:35
4503,1501,3,63.02,Nguy hiểm,2024-01-06 10:20:35
4504,1502,1,30.04,Chú ý,2024-12-16 04:04:58
4505,1502,2,31.54,Cảnh báo,2024-12-16 04:04:58
4506,1502,3,33.54,Nguy hiểm,2024-12-16 04:04:58
4507,1503,1,11.82,Chú ý,2024-03-24 02:46:04
4508,1503,2,13.32,Cảnh báo,2024-03-24 02:46:04
4509,1503,3,15.32,Nguy hiểm,2024-03-24 02:46:04
4510,1504,1,38.46,Chú ý,2024-08-16 21:25:30
4511,1504,2,39.96,Cảnh báo,2024-08-16 21:25:30
4512,1504,3,41.96,Nguy hiểm,2024-08-16 21:25:30
4513,1505,1,19.99,Chú ý,2024-05-17 19:11:02
4514,1505,2,21.49,Cảnh báo,2024-05-17 19:11:02
4515,1505,3,23.49,Nguy hiểm,2024-05-17 19:11:02
4516,1506,1,42.55,Chú ý,2024-10-22 16:51:01
4517,1506,2,44.05,Cảnh báo,2024-10-22 16:51:01
4518,1506,3,46.05,Nguy hiểm,2024-10-22 16:51:01
4519,1507,1,15.52,Chú ý,2024-10-23 00:54:20
4520,1507,2,17.02,Cảnh báo,2024-10-23 00:54:20
4521,1507,3,19.02,Nguy hiểm,2024-10-23 00:54:20
4522,1508,1,6.04,Chú ý,2024-05-07 10:15:26
4523,1508,2,7.54,Cảnh báo,2024-05-07 10:15:26
4524,1508,3,9.54,Nguy hiểm,2024-05-07 10:15:26
4525,1509,1,61.74,Chú ý,2024-05-01 04:06:54
4526,1509,2,63.24,Cảnh báo,2024-05-01 04:06:54
4527,1509,3,65.24,Nguy hiểm,2024-05-01 04:06:54
4528,1510,1,57.11,Chú ý,2024-04-22 20:29:19
4529,1510,2,58.61,Cảnh báo,2024-04-22 20:29:19
4530,1510,3,60.61,Nguy hiểm,2024-04-22 20:29:19
4531,1511,1,91.03,Chú ý,2024-11-07 15:14:57
4532,1511,2,92.53,Cảnh báo,2024-11-07 15:14:57
4533,1511,3,94.53,Nguy hiểm,2024-11-07 15:14:57
4534,1512,1,3.27,Chú ý,2024-09-18 19:36:59
4535,1512,2,4.77,Cảnh báo,2024-09-18 19:36:59
4536,1512,3,6.77,Nguy hiểm,2024-09-18 19:36:59
4537,1513,1,54.00,Chú ý,2024-09-19 17:36:39
4538,1513,2,55.50,Cảnh báo,2024-09-19 17:36:39
4539,1513,3,57.50,Nguy hiểm,2024-09-19 17:36:39
4540,1514,1,71.16,Chú ý,2024-02-09 12:07:09
4541,1514,2,72.66,Cảnh báo,2024-02-09 12:07:09
4542,1514,3,74.66,Nguy hiểm,2024-02-09 12:07:09
4543,1515,1,8.44,Chú ý,2024-03-18 07:37:10
4544,1515,2,9.94,Cảnh báo,2024-03-18 07:37:10
4545,1515,3,11.94,Nguy hiểm,2024-03-18 07:37:10
4546,1516,1,42.23,Chú ý,2024-03-31 10:30:08
4547,1516,2,43.73,Cảnh báo,2024-03-31 10:30:08
4548,1516,3,45.73,Nguy hiểm,2024-03-31 10:30:08
4549,1517,1,78.10,Chú ý,2024-10-24 11:22:40
4550,1517,2,79.60,Cảnh báo,2024-10-24 11:22:40
4551,1517,3,81.60,Nguy hiểm,2024-10-24 11:22:40
4552,1518,1,81.70,Chú ý,2024-06-04 10:27:55
4553,1518,2,83.20,Cảnh báo,2024-06-04 10:27:55
4554,1518,3,85.20,Nguy hiểm,2024-06-04 10:27:55
4555,1519,1,42.24,Chú ý,2024-07-07 04:10:24
4556,1519,2,43.74,Cảnh báo,2024-07-07 04:10:24
4557,1519,3,45.74,Nguy hiểm,2024-07-07 04:10:24
4558,1520,1,12.75,Chú ý,2024-04-07 08:35:55
4559,1520,2,14.25,Cảnh báo,2024-04-07 08:35:55
4560,1520,3,16.25,Nguy hiểm,2024-04-07 08:35:55
4561,1521,1,15.39,Chú ý,2024-02-08 16:22:15
4562,1521,2,16.89,Cảnh báo,2024-02-08 16:22:15
4563,1521,3,18.89,Nguy hiểm,2024-02-08 16:22:15
4564,1522,1,69.47,Chú ý,2024-03-10 13:17:34
4565,1522,2,70.97,Cảnh báo,2024-03-10 13:17:34
4566,1522,3,72.97,Nguy hiểm,2024-03-10 13:17:34
4567,1523,1,32.12,Chú ý,2024-08-30 00:56:56
4568,1523,2,33.62,Cảnh báo,2024-08-30 00:56:56
4569,1523,3,35.62,Nguy hiểm,2024-08-30 00:56:56
4570,1524,1,53.73,Chú ý,2024-07-10 03:31:12
4571,1524,2,55.23,Cảnh báo,2024-07-10 03:31:12
4572,1524,3,57.23,Nguy hiểm,2024-07-10 03:31:12
4573,1525,1,51.54,Chú ý,2024-07-15 01:01:41
4574,1525,2,53.04,Cảnh báo,2024-07-15 01:01:41
4575,1525,3,55.04,Nguy hiểm,2024-07-15 01:01:41
4576,1526,1,55.78,Chú ý,2024-01-07 20:41:59
4577,1526,2,57.28,Cảnh báo,2024-01-07 20:41:59
4578,1526,3,59.28,Nguy hiểm,2024-01-07 20:41:59
4579,1527,1,93.04,Chú ý,2024-05-28 23:41:22
4580,1527,2,94.54,Cảnh báo,2024-05-28 23:41:22
4581,1527,3,96.54,Nguy hiểm,2024-05-28 23:41:22
4582,1528,1,47.74,Chú ý,2024-01-13 18:16:31
4583,1528,2,49.24,Cảnh báo,2024-01-13 18:16:31
4584,1528,3,51.24,Nguy hiểm,2024-01-13 18:16:31
4585,1529,1,32.15,Chú ý,2024-10-01 04:56:55
4586,1529,2,33.65,Cảnh báo,2024-10-01 04:56:55
4587,1529,3,35.65,Nguy hiểm,2024-10-01 04:56:55
4588,1530,1,73.21,Chú ý,2024-07-08 07:24:33
4589,1530,2,74.71,Cảnh báo,2024-07-08 07:24:33
4590,1530,3,76.71,Nguy hiểm,2024-07-08 07:24:33
4591,1531,1,67.68,Chú ý,2024-09-23 04:09:00
4592,1531,2,69.18,Cảnh báo,2024-09-23 04:09:00
4593,1531,3,71.18,Nguy hiểm,2024-09-23 04:09:00
4594,1532,1,87.01,Chú ý,2024-07-15 18:38:49
4595,1532,2,88.51,Cảnh báo,2024-07-15 18:38:49
4596,1532,3,90.51,Nguy hiểm,2024-07-15 18:38:49
4597,1533,1,98.60,Chú ý,2024-08-27 14:17:40
4598,1533,2,100.10,Cảnh báo,2024-08-27 14:17:40
4599,1533,3,102.10,Nguy hiểm,2024-08-27 14:17:40
4600,1534,1,33.89,Chú ý,2024-01-11 22:20:56
4601,1534,2,35.39,Cảnh báo,2024-01-11 22:20:56
4602,1534,3,37.39,Nguy hiểm,2024-01-11 22:20:56
4603,1535,1,36.71,Chú ý,2024-10-15 04:28:25
4604,1535,2,38.21,Cảnh báo,2024-10-15 04:28:25
4605,1535,3,40.21,Nguy hiểm,2024-10-15 04:28:25
4606,1536,1,35.96,Chú ý,2024-02-07 19:22:05
4607,1536,2,37.46,Cảnh báo,2024-02-07 19:22:05
4608,1536,3,39.46,Nguy hiểm,2024-02-07 19:22:05
4609,1537,1,36.95,Chú ý,2024-09-13 19:12:12
4610,1537,2,38.45,Cảnh báo,2024-09-13 19:12:12
4611,1537,3,40.45,Nguy hiểm,2024-09-13 19:12:12
4612,1538,1,60.96,Chú ý,2024-12-19 13:26:26
4613,1538,2,62.46,Cảnh báo,2024-12-19 13:26:26
4614,1538,3,64.46,Nguy hiểm,2024-12-19 13:26:26
4615,1539,1,35.59,Chú ý,2024-01-08 15:43:44
4616,1539,2,37.09,Cảnh báo,2024-01-08 15:43:44
4617,1539,3,39.09,Nguy hiểm,2024-01-08 15:43:44
4618,1540,1,87.91,Chú ý,2024-08-08 14:36:15
4619,1540,2,89.41,Cảnh báo,2024-08-08 14:36:15
4620,1540,3,91.41,Nguy hiểm,2024-08-08 14:36:15
4621,1541,1,71.25,Chú ý,2024-08-16 08:27:24
4622,1541,2,72.75,Cảnh báo,2024-08-16 08:27:24
4623,1541,3,74.75,Nguy hiểm,2024-08-16 08:27:24
4624,1542,1,40.83,Chú ý,2024-08-10 08:26:49
4625,1542,2,42.33,Cảnh báo,2024-08-10 08:26:49
4626,1542,3,44.33,Nguy hiểm,2024-08-10 08:26:49
4627,1543,1,69.17,Chú ý,2024-05-10 11:26:37
4628,1543,2,70.67,Cảnh báo,2024-05-10 11:26:37
4629,1543,3,72.67,Nguy hiểm,2024-05-10 11:26:37
4630,1544,1,35.78,Chú ý,2024-08-26 18:36:40
4631,1544,2,37.28,Cảnh báo,2024-08-26 18:36:40
4632,1544,3,39.28,Nguy hiểm,2024-08-26 18:36:40
4633,1545,1,51.45,Chú ý,2024-11-25 01:43:34
4634,1545,2,52.95,Cảnh báo,2024-11-25 01:43:34
4635,1545,3,54.95,Nguy hiểm,2024-11-25 01:43:34
4636,1546,1,23.30,Chú ý,2024-04-12 23:25:28
4637,1546,2,24.80,Cảnh báo,2024-04-12 23:25:28
4638,1546,3,26.80,Nguy hiểm,2024-04-12 23:25:28
4639,1547,1,82.06,Chú ý,2024-08-30 13:26:08
4640,1547,2,83.56,Cảnh báo,2024-08-30 13:26:08
4641,1547,3,85.56,Nguy hiểm,2024-08-30 13:26:08
4642,1548,1,59.53,Chú ý,2024-08-17 20:34:42
4643,1548,2,61.03,Cảnh báo,2024-08-17 20:34:42
4644,1548,3,63.03,Nguy hiểm,2024-08-17 20:34:42
4645,1549,1,54.84,Chú ý,2024-06-14 20:54:55
4646,1549,2,56.34,Cảnh báo,2024-06-14 20:54:55
4647,1549,3,58.34,Nguy hiểm,2024-06-14 20:54:55
4648,1550,1,83.96,Chú ý,2024-07-14 23:34:52
4649,1550,2,85.46,Cảnh báo,2024-07-14 23:34:52
4650,1550,3,87.46,Nguy hiểm,2024-07-14 23:34:52
4651,1551,1,33.18,Chú ý,2024-06-09 21:41:19
4652,1551,2,34.68,Cảnh báo,2024-06-09 21:41:19
4653,1551,3,36.68,Nguy hiểm,2024-06-09 21:41:19
4654,1552,1,68.82,Chú ý,2024-07-31 15:39:08
4655,1552,2,70.32,Cảnh báo,2024-07-31 15:39:08
4656,1552,3,72.32,Nguy hiểm,2024-07-31 15:39:08
4657,1553,1,53.36,Chú ý,2024-03-13 10:40:08
4658,1553,2,54.86,Cảnh báo,2024-03-13 10:40:08
4659,1553,3,56.86,Nguy hiểm,2024-03-13 10:40:08
4660,1554,1,83.98,Chú ý,2024-12-30 07:45:13
4661,1554,2,85.48,Cảnh báo,2024-12-30 07:45:13
4662,1554,3,87.48,Nguy hiểm,2024-12-30 07:45:13
4663,1555,1,82.49,Chú ý,2024-11-27 04:26:08
4664,1555,2,83.99,Cảnh báo,2024-11-27 04:26:08
4665,1555,3,85.99,Nguy hiểm,2024-11-27 04:26:08
4666,1556,1,74.30,Chú ý,2024-01-24 06:08:15
4667,1556,2,75.80,Cảnh báo,2024-01-24 06:08:15
4668,1556,3,77.80,Nguy hiểm,2024-01-24 06:08:15
4669,1557,1,25.92,Chú ý,2024-10-16 21:15:52
4670,1557,2,27.42,Cảnh báo,2024-10-16 21:15:52
4671,1557,3,29.42,Nguy hiểm,2024-10-16 21:15:52
4672,1558,1,42.82,Chú ý,2024-11-30 01:30:50
4673,1558,2,44.32,Cảnh báo,2024-11-30 01:30:50
4674,1558,3,46.32,Nguy hiểm,2024-11-30 01:30:50
4675,1559,1,86.17,Chú ý,2024-04-13 16:00:44
4676,1559,2,87.67,Cảnh báo,2024-04-13 16:00:44
4677,1559,3,89.67,Nguy hiểm,2024-04-13 16:00:44
4678,1560,1,70.34,Chú ý,2024-04-01 16:53:22
4679,1560,2,71.84,Cảnh báo,2024-04-01 16:53:22
4680,1560,3,73.84,Nguy hiểm,2024-04-01 16:53:22
4681,1561,1,4.76,Chú ý,2024-11-05 12:59:44
4682,1561,2,6.26,Cảnh báo,2024-11-05 12:59:44
4683,1561,3,8.26,Nguy hiểm,2024-11-05 12:59:44
4684,1562,1,100.63,Chú ý,2024-06-12 21:30:12
4685,1562,2,102.13,Cảnh báo,2024-06-12 21:30:12
4686,1562,3,104.13,Nguy hiểm,2024-06-12 21:30:12
4687,1563,1,29.13,Chú ý,2024-01-12 07:37:18
4688,1563,2,30.63,Cảnh báo,2024-01-12 07:37:18
4689,1563,3,32.63,Nguy hiểm,2024-01-12 07:37:18
4690,1564,1,56.80,Chú ý,2024-09-07 05:15:13
4691,1564,2,58.30,Cảnh báo,2024-09-07 05:15:13
4692,1564,3,60.30,Nguy hiểm,2024-09-07 05:15:13
4693,1565,1,79.83,Chú ý,2024-01-22 11:41:15
4694,1565,2,81.33,Cảnh báo,2024-01-22 11:41:15
4695,1565,3,83.33,Nguy hiểm,2024-01-22 11:41:15
4696,1566,1,31.65,Chú ý,2024-01-25 16:37:27
4697,1566,2,33.15,Cảnh báo,2024-01-25 16:37:27
4698,1566,3,35.15,Nguy hiểm,2024-01-25 16:37:27
4699,1567,1,68.83,Chú ý,2024-12-09 23:30:09
4700,1567,2,70.33,Cảnh báo,2024-12-09 23:30:09
4701,1567,3,72.33,Nguy hiểm,2024-12-09 23:30:09
4702,1568,1,85.85,Chú ý,2024-04-01 16:03:46
4703,1568,2,87.35,Cảnh báo,2024-04-01 16:03:46
4704,1568,3,89.35,Nguy hiểm,2024-04-01 16:03:46
4705,1569,1,14.00,Chú ý,2024-09-14 22:57:08
4706,1569,2,15.50,Cảnh báo,2024-09-14 22:57:08
4707,1569,3,17.50,Nguy hiểm,2024-09-14 22:57:08
4708,1570,1,54.26,Chú ý,2024-07-11 19:15:34
4709,1570,2,55.76,Cảnh báo,2024-07-11 19:15:34
4710,1570,3,57.76,Nguy hiểm,2024-07-11 19:15:34
4711,1571,1,78.93,Chú ý,2024-05-01 17:11:45
4712,1571,2,80.43,Cảnh báo,2024-05-01 17:11:45
4713,1571,3,82.43,Nguy hiểm,2024-05-01 17:11:45
4714,1572,1,82.18,Chú ý,2024-10-15 22:12:00
4715,1572,2,83.68,Cảnh báo,2024-10-15 22:12:00
4716,1572,3,85.68,Nguy hiểm,2024-10-15 22:12:00
4717,1573,1,12.63,Chú ý,2024-03-24 03:38:13
4718,1573,2,14.13,Cảnh báo,2024-03-24 03:38:13
4719,1573,3,16.13,Nguy hiểm,2024-03-24 03:38:13
4720,1574,1,60.65,Chú ý,2024-07-09 10:28:23
4721,1574,2,62.15,Cảnh báo,2024-07-09 10:28:23
4722,1574,3,64.15,Nguy hiểm,2024-07-09 10:28:23
4723,1575,1,33.49,Chú ý,2024-06-13 13:55:41
4724,1575,2,34.99,Cảnh báo,2024-06-13 13:55:41
4725,1575,3,36.99,Nguy hiểm,2024-06-13 13:55:41
4726,1576,1,89.50,Chú ý,2024-12-29 21:12:53
4727,1576,2,91.00,Cảnh báo,2024-12-29 21:12:53
4728,1576,3,93.00,Nguy hiểm,2024-12-29 21:12:53
4729,1577,1,83.73,Chú ý,2024-01-09 04:25:33
4730,1577,2,85.23,Cảnh báo,2024-01-09 04:25:33
4731,1577,3,87.23,Nguy hiểm,2024-01-09 04:25:33
4732,1578,1,85.73,Chú ý,2024-09-14 04:22:11
4733,1578,2,87.23,Cảnh báo,2024-09-14 04:22:11
4734,1578,3,89.23,Nguy hiểm,2024-09-14 04:22:11
4735,1579,1,80.49,Chú ý,2024-04-03 01:56:26
4736,1579,2,81.99,Cảnh báo,2024-04-03 01:56:26
4737,1579,3,83.99,Nguy hiểm,2024-04-03 01:56:26
4738,1580,1,97.37,Chú ý,2024-05-20 22:03:16
4739,1580,2,98.87,Cảnh báo,2024-05-20 22:03:16
4740,1580,3,100.87,Nguy hiểm,2024-05-20 22:03:16
4741,1581,1,88.26,Chú ý,2024-11-29 01:51:02
4742,1581,2,89.76,Cảnh báo,2024-11-29 01:51:02
4743,1581,3,91.76,Nguy hiểm,2024-11-29 01:51:02
4744,1582,1,41.10,Chú ý,2024-12-22 11:41:48
4745,1582,2,42.60,Cảnh báo,2024-12-22 11:41:48
4746,1582,3,44.60,Nguy hiểm,2024-12-22 11:41:48
4747,1583,1,77.29,Chú ý,2024-04-25 12:10:56
4748,1583,2,78.79,Cảnh báo,2024-04-25 12:10:56
4749,1583,3,80.79,Nguy hiểm,2024-04-25 12:10:56
4750,1584,1,45.67,Chú ý,2024-05-03 04:22:20
4751,1584,2,47.17,Cảnh báo,2024-05-03 04:22:20
4752,1584,3,49.17,Nguy hiểm,2024-05-03 04:22:20
4753,1585,1,80.54,Chú ý,2024-04-16 10:12:19
4754,1585,2,82.04,Cảnh báo,2024-04-16 10:12:19
4755,1585,3,84.04,Nguy hiểm,2024-04-16 10:12:19
4756,1586,1,50.92,Chú ý,2024-10-13 04:47:49
4757,1586,2,52.42,Cảnh báo,2024-10-13 04:47:49
4758,1586,3,54.42,Nguy hiểm,2024-10-13 04:47:49
4759,1587,1,44.03,Chú ý,2024-12-22 17:28:15
4760,1587,2,45.53,Cảnh báo,2024-12-22 17:28:15
4761,1587,3,47.53,Nguy hiểm,2024-12-22 17:28:15
4762,1588,1,27.97,Chú ý,2024-01-26 18:35:14
4763,1588,2,29.47,Cảnh báo,2024-01-26 18:35:14
4764,1588,3,31.47,Nguy hiểm,2024-01-26 18:35:14
4765,1589,1,56.50,Chú ý,2024-05-06 21:42:06
4766,1589,2,58.00,Cảnh báo,2024-05-06 21:42:06
4767,1589,3,60.00,Nguy hiểm,2024-05-06 21:42:06
4768,1590,1,65.82,Chú ý,2024-03-12 08:34:38
4769,1590,2,67.32,Cảnh báo,2024-03-12 08:34:38
