id,station_code,name,latitude,longitude,geom,elevation,province_id,risk_status,is_deleted,deleted_at,created_at,updated_at
1544,ST_01544,Trạm quan trắc số 1544,15.940974,107.683798,POINT(107.683798 15.940974),34.28,5,NORMAL,false,,2024-08-26 18:36:40,2024-08-26 18:36:40
1545,ST_01545,Trạm quan trắc số 1545,13.877348,105.282735,POINT(105.282735 13.877348),49.95,13,NORMAL,false,,2024-11-25 01:43:34,2024-11-25 01:43:34
1546,ST_01546,Trạm quan trắc số 1546,9.614753,108.307440,POINT(108.307440 9.614753),21.80,1,NORMAL,false,,2024-04-12 23:25:28,2024-04-12 23:25:28
1547,ST_01547,Trạm quan trắc số 1547,12.900340,106.286701,POINT(106.286701 12.900340),80.56,12,NORMAL,false,,2024-08-30 13:26:08,2024-08-30 13:26:08
1548,ST_01548,Trạm quan trắc số 1548,22.677528,107.339260,POINT(107.339260 22.677528),58.03,6,NORMAL,false,,2024-08-17 20:34:42,2024-08-17 20:34:42
1549,ST_01549,Trạm quan trắc số 1549,12.545801,106.234927,POINT(106.234927 12.545801),53.34,4,NORMAL,false,,2024-06-14 20:54:55,2024-06-14 20:54:55
1550,ST_01550,Trạm quan trắc số 1550,13.640284,102.659630,POINT(102.659630 13.640284),82.46,13,NORMAL,false,,2024-07-14 23:34:52,2024-07-14 23:34:52
1551,ST_01551,Trạm quan trắc số 1551,12.938654,106.943234,POINT(106.943234 12.938654),31.68,7,NORMAL,false,,2024-06-09 21:41:19,2024-06-09 21:41:19
1552,ST_01552,Trạm quan trắc số 1552,12.218719,105.862195,POINT(105.862195 12.218719),67.32,3,NORMAL,false,,2024-07-31 15:39:08,2024-07-31 15:39:08
1553,ST_01553,Trạm quan trắc số 1553,21.537269,106.683261,POINT(106.683261 21.537269),51.86,10,NORMAL,false,,2024-03-13 10:40:08,2024-03-13 10:40:08
1554,ST_01554,Trạm quan trắc số 1554,15.888214,106.923885,POINT(106.923885 15.888214),82.48,8,NORMAL,false,,2024-12-30 07:45:13,2024-12-30 07:45:13
1555,ST_01555,Trạm quan trắc số 1555,12.465452,106.756862,POINT(106.756862 12.465452),80.99,13,NORMAL,false,,2024-11-27 04:26:08,2024-11-27 04:26:08
1556,ST_01556,Trạm quan trắc số 1556,21.921170,108.922842,POINT(108.922842 21.921170),72.80,9,NORMAL,false,,2024-01-24 06:08:15,2024-01-24 06:08:15
1557,ST_01557,Trạm quan trắc số 1557,11.469591,105.476153,POINT(105.476153 11.469591),24.42,11,NORMAL,false,,2024-10-16 21:15:52,2024-10-16 21:15:52
1558,ST_01558,Trạm quan trắc số 1558,19.829845,108.262091,POINT(108.262091 19.829845),41.32,14,NORMAL,false,,2024-11-30 01:30:50,2024-11-30 01:30:50
1559,ST_01559,Trạm quan trắc số 1559,21.984839,106.727671,POINT(106.727671 21.984839),84.67,14,NORMAL,false,,2024-04-13 16:00:44,2024-04-13 16:00:44
1560,ST_01560,Trạm quan trắc số 1560,12.748260,103.272265,POINT(103.272265 12.748260),68.84,7,NORMAL,false,,2024-04-01 16:53:22,2024-04-01 16:53:22
1561,ST_01561,Trạm quan trắc số 1561,12.029555,103.194724,POINT(103.194724 12.029555),3.26,14,NORMAL,false,,2024-11-05 12:59:44,2024-11-05 12:59:44
1562,ST_01562,Trạm quan trắc số 1562,13.096000,105.643291,POINT(105.643291 13.096000),99.13,11,NORMAL,false,,2024-06-12 21:30:12,2024-06-12 21:30:12
1563,ST_01563,Trạm quan trắc số 1563,21.903703,103.574531,POINT(103.574531 21.903703),27.63,5,NORMAL,false,,2024-01-12 07:37:18,2024-01-12 07:37:18
1564,ST_01564,Trạm quan trắc số 1564,20.187114,104.127736,POINT(104.127736 20.187114),55.30,14,NORMAL,false,,2024-09-07 05:15:13,2024-09-07 05:15:13
1565,ST_01565,Trạm quan trắc số 1565,9.125039,107.374060,POINT(107.374060 9.125039),78.33,14,NORMAL,false,,2024-01-22 11:41:15,2024-01-22 11:41:15
1566,ST_01566,Trạm quan trắc số 1566,21.768281,104.391505,POINT(104.391505 21.768281),30.15,15,NORMAL,false,,2024-01-25 16:37:27,2024-01-25 16:37:27
1567,ST_01567,Trạm quan trắc số 1567,22.635309,108.646445,POINT(108.646445 22.635309),67.33,2,NORMAL,false,,2024-12-09 23:30:09,2024-12-09 23:30:09
1568,ST_01568,Trạm quan trắc số 1568,14.374047,108.230616,POINT(108.230616 14.374047),84.35,2,NORMAL,false,,2024-04-01 16:03:46,2024-04-01 16:03:46
1569,ST_01569,Trạm quan trắc số 1569,16.950406,105.751814,POINT(105.751814 16.950406),12.50,14,NORMAL,false,,2024-09-14 22:57:08,2024-09-14 22:57:08
1570,ST_01570,Trạm quan trắc số 1570,17.090212,107.758346,POINT(107.758346 17.090212),52.76,15,NORMAL,false,,2024-07-11 19:15:34,2024-07-11 19:15:34
1571,ST_01571,Trạm quan trắc số 1571,9.835682,106.478696,POINT(106.478696 9.835682),77.43,6,NORMAL,false,,2024-05-01 17:11:45,2024-05-01 17:11:45
1572,ST_01572,Trạm quan trắc số 1572,20.818546,107.481825,POINT(107.481825 20.818546),80.68,4,NORMAL,false,,2024-10-15 22:12:00,2024-10-15 22:12:00
1573,ST_01573,Trạm quan trắc số 1573,22.345401,103.691461,POINT(103.691461 22.345401),11.13,5,NORMAL,false,,2024-03-24 03:38:13,2024-03-24 03:38:13
1574,ST_01574,Trạm quan trắc số 1574,15.004236,103.956433,POINT(103.956433 15.004236),59.15,9,NORMAL,false,,2024-07-09 10:28:23,2024-07-09 10:28:23
1575,ST_01575,Trạm quan trắc số 1575,14.045634,109.025589,POINT(109.025589 14.045634),31.99,8,NORMAL,false,,2024-06-13 13:55:41,2024-06-13 13:55:41
1576,ST_01576,Trạm quan trắc số 1576,18.604529,109.132202,POINT(109.132202 18.604529),88.00,3,NORMAL,false,,2024-12-29 21:12:53,2024-12-29 21:12:53
1577,ST_01577,Trạm quan trắc số 1577,13.872371,107.324400,POINT(107.324400 13.872371),82.23,11,NORMAL,false,,2024-01-09 04:25:33,2024-01-09 04:25:33
1578,ST_01578,Trạm quan trắc số 1578,22.808716,106.522448,POINT(106.522448 22.808716),84.23,13,NORMAL,false,,2024-09-14 04:22:11,2024-09-14 04:22:11
1579,ST_01579,Trạm quan trắc số 1579,22.424554,107.141982,POINT(107.141982 22.424554),78.99,5,NORMAL,false,,2024-04-03 01:56:26,2024-04-03 01:56:26
1580,ST_01580,Trạm quan trắc số 1580,16.680373,104.357660,POINT(104.357660 16.680373),95.87,15,NORMAL,false,,2024-05-20 22:03:16,2024-05-20 22:03:16
1581,ST_01581,Trạm quan trắc số 1581,20.521304,102.990993,POINT(102.990993 20.521304),86.76,8,NORMAL,false,,2024-11-29 01:51:02,2024-11-29 01:51:02
1582,ST_01582,Trạm quan trắc số 1582,14.249371,108.741460,POINT(108.741460 14.249371),39.60,5,NORMAL,false,,2024-12-22 11:41:48,2024-12-22 11:41:48
1583,ST_01583,Trạm quan trắc số 1583,12.953145,108.935154,POINT(108.935154 12.953145),75.79,4,NORMAL,false,,2024-04-25 12:10:56,2024-04-25 12:10:56
1584,ST_01584,Trạm quan trắc số 1584,21.219368,103.269659,POINT(103.269659 21.219368),44.17,15,NORMAL,false,,2024-05-03 04:22:20,2024-05-03 04:22:20
1585,ST_01585,Trạm quan trắc số 1585,20.521267,106.804335,POINT(106.804335 20.521267),79.04,14,NORMAL,false,,2024-04-16 10:12:19,2024-04-16 10:12:19
1586,ST_01586,Trạm quan trắc số 1586,9.685399,107.790034,POINT(107.790034 9.685399),49.42,7,NORMAL,false,,2024-10-13 04:47:49,2024-10-13 04:47:49
1587,ST_01587,Trạm quan trắc số 1587,22.212159,104.528872,POINT(104.528872 22.212159),42.53,14,NORMAL,false,,2024-12-22 17:28:15,2024-12-22 17:28:15
1588,ST_01588,Trạm quan trắc số 1588,9.985854,103.270506,POINT(103.270506 9.985854),26.47,6,NORMAL,false,,2024-01-26 18:35:14,2024-01-26 18:35:14
1589,ST_01589,Trạm quan trắc số 1589,14.728884,107.423391,POINT(107.423391 14.728884),55.00,8,NORMAL,false,,2024-05-06 21:42:06,2024-05-06 21:42:06
1590,ST_01590,Trạm quan trắc số 1590,18.789109,107.662421,POINT(107.662421 18.789109),64.32,11,NORMAL,false,,2024-03-12 08:34:38,2024-03-12 08:34:38
1591,ST_01591,Trạm quan trắc số 1591,15.062394,106.780021,POINT(106.780021 15.062394),0.81,11,NORMAL,false,,2024-03-18 16:50:13,2024-03-18 16:50:13
1592,ST_01592,Trạm quan trắc số 1592,13.022104,106.303408,POINT(106.303408 13.022104),11.53,9,NORMAL,false,,2024-04-06 22:28:25,2024-04-06 22:28:25
1593,ST_01593,Trạm quan trắc số 1593,19.060746,107.703534,POINT(107.703534 19.060746),65.09,14,NORMAL,false,,2024-02-20 12:33:15,2024-02-20 12:33:15
1594,ST_01594,Trạm quan trắc số 1594,17.291439,105.095308,POINT(105.095308 17.291439),93.97,8,NORMAL,false,,2024-06-24 08:11:27,2024-06-24 08:11:27
1595,ST_01595,Trạm quan trắc số 1595,21.427886,103.074622,POINT(103.074622 21.427886),17.76,14,NORMAL,false,,2024-08-18 07:21:03,2024-08-18 07:21:03
1596,ST_01596,Trạm quan trắc số 1596,13.348190,104.157120,POINT(104.157120 13.348190),8.90,3,NORMAL,false,,2024-05-22 18:16:34,2024-05-22 18:16:34
1597,ST_01597,Trạm quan trắc số 1597,14.323714,104.854436,POINT(104.854436 14.323714),83.55,4,NORMAL,false,,2024-08-09 12:25:31,2024-08-09 12:25:31
1598,ST_01598,Trạm quan trắc số 1598,8.806873,102.267682,POINT(102.267682 8.806873),56.07,11,NORMAL,false,,2024-08-25 16:16:58,2024-08-25 16:16:58
1599,ST_01599,Trạm quan trắc số 1599,11.884867,102.749529,POINT(102.749529 11.884867),46.51,12,NORMAL,false,,2024-04-11 15:59:45,2024-04-11 15:59:45
1600,ST_01600,Trạm quan trắc số 1600,21.107097,102.463416,POINT(102.463416 21.107097),61.99,5,NORMAL,false,,2024-08-21 04:03:57,2024-08-21 04:03:57
1601,ST_01601,Trạm quan trắc số 1601,10.708918,109.093640,POINT(109.093640 10.708918),17.43,2,NORMAL,false,,2024-08-08 07:05:13,2024-08-08 07:05:13
1602,ST_01602,Trạm quan trắc số 1602,8.708901,105.938615,POINT(105.938615 8.708901),77.45,8,NORMAL,false,,2024-12-26 12:14:31,2024-12-26 12:14:31
1603,ST_01603,Trạm quan trắc số 1603,20.743410,105.707288,POINT(105.707288 20.743410),22.84,4,NORMAL,false,,2024-03-19 21:27:07,2024-03-19 21:27:07
1604,ST_01604,Trạm quan trắc số 1604,22.501574,108.037911,POINT(108.037911 22.501574),26.99,8,NORMAL,false,,2024-10-16 21:21:11,2024-10-16 21:21:11
1605,ST_01605,Trạm quan trắc số 1605,14.154688,105.248553,POINT(105.248553 14.154688),21.06,14,NORMAL,false,,2024-03-24 17:13:34,2024-03-24 17:13:34
1606,ST_01606,Trạm quan trắc số 1606,12.687915,107.043477,POINT(107.043477 12.687915),42.12,13,NORMAL,false,,2024-06-07 15:43:14,2024-06-07 15:43:14
1607,ST_01607,Trạm quan trắc số 1607,10.659954,104.218409,POINT(104.218409 10.659954),26.55,8,NORMAL,false,,2024-08-27 21:11:49,2024-08-27 21:11:49
1608,ST_01608,Trạm quan trắc số 1608,21.928458,104.798355,POINT(104.798355 21.928458),68.58,2,NORMAL,false,,2024-06-26 22:23:56,2024-06-26 22:23:56
1609,ST_01609,Trạm quan trắc số 1609,8.652740,103.072396,POINT(103.072396 8.652740),32.66,7,NORMAL,false,,2024-09-26 03:26:51,2024-09-26 03:26:51
1610,ST_01610,Trạm quan trắc số 1610,18.665416,107.307352,POINT(107.307352 18.665416),70.99,10,NORMAL,false,,2024-10-12 20:59:15,2024-10-12 20:59:15
1611,ST_01611,Trạm quan trắc số 1611,12.292139,102.795540,POINT(102.795540 12.292139),6.35,15,NORMAL,false,,2024-05-09 06:30:13,2024-05-09 06:30:13
1612,ST_01612,Trạm quan trắc số 1612,11.975653,108.730054,POINT(108.730054 11.975653),99.68,11,NORMAL,false,,2024-12-30 19:06:54,2024-12-30 19:06:54
1613,ST_01613,Trạm quan trắc số 1613,22.814706,106.467094,POINT(106.467094 22.814706),74.95,1,NORMAL,false,,2024-01-18 16:12:05,2024-01-18 16:12:05
1614,ST_01614,Trạm quan trắc số 1614,12.254122,106.623503,POINT(106.623503 12.254122),30.60,11,NORMAL,false,,2024-06-02 06:50:27,2024-06-02 06:50:27
1615,ST_01615,Trạm quan trắc số 1615,13.989338,109.166822,POINT(109.166822 13.989338),56.18,3,NORMAL,false,,2024-08-13 10:31:48,2024-08-13 10:31:48
1616,ST_01616,Trạm quan trắc số 1616,12.352316,105.777351,POINT(105.777351 12.352316),93.07,8,NORMAL,false,,2024-12-06 22:35:26,2024-12-06 22:35:26
1617,ST_01617,Trạm quan trắc số 1617,10.452409,104.416417,POINT(104.416417 10.452409),53.28,5,NORMAL,false,,2024-02-25 01:37:55,2024-02-25 01:37:55
1618,ST_01618,Trạm quan trắc số 1618,10.229262,102.422384,POINT(102.422384 10.229262),13.22,14,NORMAL,false,,2024-12-04 12:38:32,2024-12-04 12:38:32
1619,ST_01619,Trạm quan trắc số 1619,12.658810,104.732323,POINT(104.732323 12.658810),43.29,15,NORMAL,false,,2024-12-16 14:38:15,2024-12-16 14:38:15
1620,ST_01620,Trạm quan trắc số 1620,12.395603,108.156001,POINT(108.156001 12.395603),92.71,6,NORMAL,false,,2024-07-19 18:32:04,2024-07-19 18:32:04
1621,ST_01621,Trạm quan trắc số 1621,14.949475,103.304382,POINT(103.304382 14.949475),73.82,13,NORMAL,false,,2024-07-09 19:00:46,2024-07-09 19:00:46
1622,ST_01622,Trạm quan trắc số 1622,22.560750,106.156425,POINT(106.156425 22.560750),92.32,13,NORMAL,false,,2024-09-04 06:01:42,2024-09-04 06:01:42
1623,ST_01623,Trạm quan trắc số 1623,15.011846,103.479116,POINT(103.479116 15.011846),5.93,1,NORMAL,false,,2024-03-12 03:00:03,2024-03-12 03:00:03
1624,ST_01624,Trạm quan trắc số 1624,15.459663,103.293951,POINT(103.293951 15.459663),46.98,15,NORMAL,false,,2024-02-15 01:25:20,2024-02-15 01:25:20
1625,ST_01625,Trạm quan trắc số 1625,22.222654,102.397779,POINT(102.397779 22.222654),35.97,9,NORMAL,false,,2024-10-02 08:37:50,2024-10-02 08:37:50
1626,ST_01626,Trạm quan trắc số 1626,15.680953,105.698816,POINT(105.698816 15.680953),84.66,3,NORMAL,false,,2024-12-02 15:54:02,2024-12-02 15:54:02
1627,ST_01627,Trạm quan trắc số 1627,10.330083,102.783119,POINT(102.783119 10.330083),86.88,14,NORMAL,false,,2024-03-11 03:49:34,2024-03-11 03:49:34
1628,ST_01628,Trạm quan trắc số 1628,10.990766,105.813786,POINT(105.813786 10.990766),27.64,11,NORMAL,false,,2024-12-11 23:44:19,2024-12-11 23:44:19
1629,ST_01629,Trạm quan trắc số 1629,17.168026,106.359896,POINT(106.359896 17.168026),97.18,13,NORMAL,false,,2024-07-23 06:49:08,2024-07-23 06:49:08
1630,ST_01630,Trạm quan trắc số 1630,16.947660,105.139859,POINT(105.139859 16.947660),8.15,8,NORMAL,false,,2024-10-25 08:38:27,2024-10-25 08:38:27
1631,ST_01631,Trạm quan trắc số 1631,18.518246,108.577784,POINT(108.577784 18.518246),3.08,11,NORMAL,false,,2024-09-21 14:17:28,2024-09-21 14:17:28
1632,ST_01632,Trạm quan trắc số 1632,10.305466,104.826976,POINT(104.826976 10.305466),92.95,14,NORMAL,false,,2024-02-11 04:38:35,2024-02-11 04:38:35
1633,ST_01633,Trạm quan trắc số 1633,13.288367,102.310784,POINT(102.310784 13.288367),46.29,11,NORMAL,false,,2024-10-01 20:18:14,2024-10-01 20:18:14
1634,ST_01634,Trạm quan trắc số 1634,15.601855,106.687004,POINT(106.687004 15.601855),27.30,1,NORMAL,false,,2024-09-12 13:03:47,2024-09-12 13:03:47
1635,ST_01635,Trạm quan trắc số 1635,13.375518,102.420083,POINT(102.420083 13.375518),62.43,6,NORMAL,false,,2024-06-24 23:13:00,2024-06-24 23:13:00
1636,ST_01636,Trạm quan trắc số 1636,22.521792,109.398694,POINT(109.398694 22.521792),90.73,10,NORMAL,false,,2024-11-05 12:53:25,2024-11-05 12:53:25
1637,ST_01637,Trạm quan trắc số 1637,10.413939,108.401936,POINT(108.401936 10.413939),80.26,6,NORMAL,false,,2024-04-19 21:19:21,2024-04-19 21:19:21
1638,ST_01638,Trạm quan trắc số 1638,20.312575,107.529740,POINT(107.529740 20.312575),54.94,7,NORMAL,false,,2024-08-21 21:45:50,2024-08-21 21:45:50
1639,ST_01639,Trạm quan trắc số 1639,9.869755,103.962696,POINT(103.962696 9.869755),24.39,14,NORMAL,false,,2024-10-26 09:05:56,2024-10-26 09:05:56
1640,ST_01640,Trạm quan trắc số 1640,14.403975,102.249738,POINT(102.249738 14.403975),21.22,13,NORMAL,false,,2024-05-30 21:06:34,2024-05-30 21:06:34
1641,ST_01641,Trạm quan trắc số 1641,14.455464,106.824326,POINT(106.824326 14.455464),95.47,2,NORMAL,false,,2024-02-29 20:38:21,2024-02-29 20:38:21
1642,ST_01642,Trạm quan trắc số 1642,12.918491,107.948033,POINT(107.948033 12.918491),73.72,5,NORMAL,false,,2024-12-23 22:51:53,2024-12-23 22:51:53
1643,ST_01643,Trạm quan trắc số 1643,21.875267,106.505649,POINT(106.505649 21.875267),36.22,14,NORMAL,false,,2024-02-07 07:49:26,2024-02-07 07:49:26
1644,ST_01644,Trạm quan trắc số 1644,13.938361,103.559060,POINT(103.559060 13.938361),44.82,8,NORMAL,false,,2024-05-30 17:15:23,2024-05-30 17:15:23
1645,ST_01645,Trạm quan trắc số 1645,12.473495,106.482487,POINT(106.482487 12.473495),9.48,13,NORMAL,false,,2024-06-13 02:19:27,2024-06-13 02:19:27
1646,ST_01646,Trạm quan trắc số 1646,13.949893,103.460398,POINT(103.460398 13.949893),63.25,1,NORMAL,false,,2024-02-06 02:19:59,2024-02-06 02:19:59
1647,ST_01647,Trạm quan trắc số 1647,16.097454,109.204884,POINT(109.204884 16.097454),67.81,11,NORMAL,false,,2024-09-08 12:10:06,2024-09-08 12:10:06
1648,ST_01648,Trạm quan trắc số 1648,19.061805,108.893874,POINT(108.893874 19.061805),52.96,9,NORMAL,false,,2024-09-08 08:34:40,2024-09-08 08:34:40
1649,ST_01649,Trạm quan trắc số 1649,9.742758,105.518000,POINT(105.518000 9.742758),8.38,8,NORMAL,false,,2024-11-07 06:56:16,2024-11-07 06:56:16
1650,ST_01650,Trạm quan trắc số 1650,12.945820,109.284560,POINT(109.284560 12.945820),68.59,14,NORMAL,false,,2024-04-26 16:00:41,2024-04-26 16:00:41
1651,ST_01651,Trạm quan trắc số 1651,12.180072,105.222442,POINT(105.222442 12.180072),57.07,2,NORMAL,false,,2024-08-01 23:38:21,2024-08-01 23:38:21
1652,ST_01652,Trạm quan trắc số 1652,22.076070,105.847926,POINT(105.847926 22.076070),51.31,2,NORMAL,false,,2024-06-09 09:37:11,2024-06-09 09:37:11
1653,ST_01653,Trạm quan trắc số 1653,15.376916,107.358263,POINT(107.358263 15.376916),81.38,5,NORMAL,false,,2024-05-18 01:06:19,2024-05-18 01:06:19
1654,ST_01654,Trạm quan trắc số 1654,17.166405,107.711121,POINT(107.711121 17.166405),2.12,11,NORMAL,false,,2024-10-14 14:06:39,2024-10-14 14:06:39
1655,ST_01655,Trạm quan trắc số 1655,15.350608,107.839093,POINT(107.839093 15.350608),84.37,2,NORMAL,false,,2024-01-18 13:50:30,2024-01-18 13:50:30
1656,ST_01656,Trạm quan trắc số 1656,14.660523,107.241963,POINT(107.241963 14.660523),31.74,8,NORMAL,false,,2024-10-08 05:03:05,2024-10-08 05:03:05
1657,ST_01657,Trạm quan trắc số 1657,19.708843,105.384620,POINT(105.384620 19.708843),80.88,15,NORMAL,false,,2024-05-12 13:28:01,2024-05-12 13:28:01
1658,ST_01658,Trạm quan trắc số 1658,21.395903,103.466500,POINT(103.466500 21.395903),18.92,10,NORMAL,false,,2024-10-17 02:49:04,2024-10-17 02:49:04
1659,ST_01659,Trạm quan trắc số 1659,12.337902,107.015884,POINT(107.015884 12.337902),43.66,1,NORMAL,false,,2024-01-07 22:58:55,2024-01-07 22:58:55
1660,ST_01660,Trạm quan trắc số 1660,14.345021,102.197124,POINT(102.197124 14.345021),65.75,12,NORMAL,false,,2024-06-27 17:01:48,2024-06-27 17:01:48
1661,ST_01661,Trạm quan trắc số 1661,14.495356,106.901335,POINT(106.901335 14.495356),74.55,8,NORMAL,false,,2024-10-08 21:59:04,2024-10-08 21:59:04
1662,ST_01662,Trạm quan trắc số 1662,12.981440,108.035867,POINT(108.035867 12.981440),61.87,11,NORMAL,false,,2024-09-25 05:26:20,2024-09-25 05:26:20
1663,ST_01663,Trạm quan trắc số 1663,22.754496,107.028247,POINT(107.028247 22.754496),80.56,3,NORMAL,false,,2024-02-04 00:49:07,2024-02-04 00:49:07
1664,ST_01664,Trạm quan trắc số 1664,10.499686,103.492855,POINT(103.492855 10.499686),81.69,4,NORMAL,false,,2024-09-27 07:29:33,2024-09-27 07:29:33
1665,ST_01665,Trạm quan trắc số 1665,21.213378,103.627375,POINT(103.627375 21.213378),65.04,4,NORMAL,false,,2024-09-09 08:00:50,2024-09-09 08:00:50
1666,ST_01666,Trạm quan trắc số 1666,14.949669,106.670232,POINT(106.670232 14.949669),79.11,2,NORMAL,false,,2024-03-15 03:27:06,2024-03-15 03:27:06
1667,ST_01667,Trạm quan trắc số 1667,12.953584,105.483007,POINT(105.483007 12.953584),47.66,2,NORMAL,false,,2024-01-09 11:20:51,2024-01-09 11:20:51
1668,ST_01668,Trạm quan trắc số 1668,10.958361,103.212682,POINT(103.212682 10.958361),70.41,8,NORMAL,false,,2024-07-07 08:57:51,2024-07-07 08:57:51
1669,ST_01669,Trạm quan trắc số 1669,8.790491,105.381469,POINT(105.381469 8.790491),24.64,10,NORMAL,false,,2024-04-24 12:01:40,2024-04-24 12:01:40
1670,ST_01670,Trạm quan trắc số 1670,20.775871,104.959654,POINT(104.959654 20.775871),33.72,11,NORMAL,false,,2024-02-09 20:53:36,2024-02-09 20:53:36
1671,ST_01671,Trạm quan trắc số 1671,21.044917,105.252052,POINT(105.252052 21.044917),41.86,12,NORMAL,false,,2024-07-11 12:17:19,2024-07-11 12:17:19
1672,ST_01672,Trạm quan trắc số 1672,17.064187,107.436873,POINT(107.436873 17.064187),99.90,8,NORMAL,false,,2024-01-15 09:01:31,2024-01-15 09:01:31
1673,ST_01673,Trạm quan trắc số 1673,14.415270,105.847497,POINT(105.847497 14.415270),72.60,11,NORMAL,false,,2024-12-29 05:27:01,2024-12-29 05:27:01
1674,ST_01674,Trạm quan trắc số 1674,21.895083,108.433730,POINT(108.433730 21.895083),23.57,9,NORMAL,false,,2024-01-24 13:48:31,2024-01-24 13:48:31
1675,ST_01675,Trạm quan trắc số 1675,8.781491,106.307744,POINT(106.307744 8.781491),55.55,15,NORMAL,false,,2024-04-14 00:31:56,2024-04-14 00:31:56
1676,ST_01676,Trạm quan trắc số 1676,18.094844,108.590726,POINT(108.590726 18.094844),12.14,11,NORMAL,false,,2024-08-29 19:57:13,2024-08-29 19:57:13
1677,ST_01677,Trạm quan trắc số 1677,13.632109,107.191855,POINT(107.191855 13.632109),2.57,12,NORMAL,false,,2024-04-21 20:27:18,2024-04-21 20:27:18
1678,ST_01678,Trạm quan trắc số 1678,11.344579,104.610086,POINT(104.610086 11.344579),23.59,10,NORMAL,false,,2024-03-26 07:46:27,2024-03-26 07:46:27
1679,ST_01679,Trạm quan trắc số 1679,21.954238,104.575817,POINT(104.575817 21.954238),60.41,12,NORMAL,false,,2024-11-23 04:21:46,2024-11-23 04:21:46
1680,ST_01680,Trạm quan trắc số 1680,18.222980,103.057458,POINT(103.057458 18.222980),29.69,7,NORMAL,false,,2024-10-03 06:35:25,2024-10-03 06:35:25
1681,ST_01681,Trạm quan trắc số 1681,22.705090,108.181489,POINT(108.181489 22.705090),67.47,6,NORMAL,false,,2024-10-12 06:49:30,2024-10-12 06:49:30
1682,ST_01682,Trạm quan trắc số 1682,20.280395,107.938212,POINT(107.938212 20.280395),84.53,4,NORMAL,false,,2024-08-29 11:59:27,2024-08-29 11:59:27
1683,ST_01683,Trạm quan trắc số 1683,12.680367,107.569556,POINT(107.569556 12.680367),66.87,3,NORMAL,false,,2024-02-20 03:16:01,2024-02-20 03:16:01
1684,ST_01684,Trạm quan trắc số 1684,11.452366,106.521968,POINT(106.521968 11.452366),10.54,8,NORMAL,false,,2024-06-10 13:15:18,2024-06-10 13:15:18
1685,ST_01685,Trạm quan trắc số 1685,12.994048,103.628860,POINT(103.628860 12.994048),5.18,6,NORMAL,false,,2024-01-08 00:59:21,2024-01-08 00:59:21
1686,ST_01686,Trạm quan trắc số 1686,21.537410,104.706420,POINT(104.706420 21.537410),16.28,14,NORMAL,false,,2024-11-17 13:02:27,2024-11-17 13:02:27
1687,ST_01687,Trạm quan trắc số 1687,21.737971,102.333381,POINT(102.333381 21.737971),6.83,2,NORMAL,false,,2024-06-16 05:40:25,2024-06-16 05:40:25
1688,ST_01688,Trạm quan trắc số 1688,17.639931,102.981023,POINT(102.981023 17.639931),22.80,6,NORMAL,false,,2024-04-10 03:04:35,2024-04-10 03:04:35
1689,ST_01689,Trạm quan trắc số 1689,20.116310,107.716429,POINT(107.716429 20.116310),77.12,5,NORMAL,false,,2024-08-04 07:49:28,2024-08-04 07:49:28
1690,ST_01690,Trạm quan trắc số 1690,21.765502,108.329879,POINT(108.329879 21.765502),87.43,11,NORMAL,false,,2024-08-22 16:23:10,2024-08-22 16:23:10
1691,ST_01691,Trạm quan trắc số 1691,10.041302,102.468081,POINT(102.468081 10.041302),94.65,8,NORMAL,false,,2024-11-06 07:05:51,2024-11-06 07:05:51
1692,ST_01692,Trạm quan trắc số 1692,22.747177,107.617080,POINT(107.617080 22.747177),97.48,10,NORMAL,false,,2024-10-30 13:31:42,2024-10-30 13:31:42
1693,ST_01693,Trạm quan trắc số 1693,17.522907,108.366228,POINT(108.366228 17.522907),10.64,1,NORMAL,false,,2024-08-06 10:37:37,2024-08-06 10:37:37
1694,ST_01694,Trạm quan trắc số 1694,16.008125,103.319438,POINT(103.319438 16.008125),12.25,15,NORMAL,false,,2024-03-20 18:20:18,2024-03-20 18:20:18
1695,ST_01695,Trạm quan trắc số 1695,13.852249,107.416950,POINT(107.416950 13.852249),70.96,9,NORMAL,false,,2024-10-22 22:01:32,2024-10-22 22:01:32
1696,ST_01696,Trạm quan trắc số 1696,15.876187,108.454597,POINT(108.454597 15.876187),15.85,6,NORMAL,false,,2024-05-21 06:16:25,2024-05-21 06:16:25
1697,ST_01697,Trạm quan trắc số 1697,20.623580,102.997779,POINT(102.997779 20.623580),20.59,13,NORMAL,false,,2024-06-10 11:04:09,2024-06-10 11:04:09
1698,ST_01698,Trạm quan trắc số 1698,19.881691,103.890807,POINT(103.890807 19.881691),81.01,5,NORMAL,false,,2024-05-12 13:20:01,2024-05-12 13:20:01
1699,ST_01699,Trạm quan trắc số 1699,15.974336,102.722207,POINT(102.722207 15.974336),37.56,7,NORMAL,false,,2024-10-20 03:40:02,2024-10-20 03:40:02
1700,ST_01700,Trạm quan trắc số 1700,13.837522,106.954465,POINT(106.954465 13.837522),15.59,9,NORMAL,false,,2024-10-19 15:11:45,2024-10-19 15:11:45
1701,ST_01701,Trạm quan trắc số 1701,14.741489,103.765729,POINT(103.765729 14.741489),80.28,15,NORMAL,false,,2024-06-09 13:15:18,2024-06-09 13:15:18
